Riedberg-Apotheke;Schärdingerstraße 38;4910;Ried/Innkreis
Sonnen-Apotheke;Welser Straße 6;4623;Gunskirchen
Anstaltsapotheke des Krankenhauses der Elisabethinen GMBH;Elisabethinergasse 14;8020;Graz
Heiligen-Geist-Apotheke;Hauptplatz 9;9853;Gmünd
Edelweiß-Apotheke;Obere Marktstraße 4;4822;Bad Goisern/Hallstättersee
Lindenapotheke;Andreas Thalhammer Straße 17;5204;Straßwalchen
Herz-Jesu-Apotheke;Nibelungengasse 26;8010;Graz
Schloß-Apotheke;Salzachtalbundesstraße 4;5081;Anif
St. Hubertus-Apotheke;Hauptstraße 25;2603;Felixdorf
Johannes-Apotheke;Innsbrucker Straße 40;6094;Axams
Apotheke Zum Weissen Storch;Tuchlauben 9;1010;Wien
Vitalis Apotheke;Durchlaßstraße 4;9020;Klagenfurt
Apotheke zum goldenen Engel;Griesgasse 12;8020;Graz
Veritas Apotheke;Am Weinberg 5;4845;Rutzenmoos
Favorita-Apotheke;Favoritenstraße 213;1100;Wien
A1. Autobahnapotheke;Lambacherstraße 32;4655;Vorchdorf
Marien-Apotheke;Rückertgasse 26;1160;Wien
Obere Stadt-Apotheke;Georg Pirmoser-Straße 5;6330;Kufstein
Apotheke Maria Anzbach;Hauptstraße 60;3034;Maria Anzbach
Apotheke Mühlau;Anton-Rauch-Straße 6;6020;Innsbruck
Ötztal-Apotheke;Gemeindestraße 1;6450;Sölden
Apotheke in Wieselburg;Bahnhofstraße 11;3250;Wieselburg
Helios Apotheke Graz;Lauzilgasse 21;8020;Graz
Apotheke und Drogerie zum Mohren;Langgasse 24;8490;Bad Radkersburg
kurapotheke Laßnitzhöhe;Hauptstraße 66;8301;Laßnitzhöhe
Rosenegg-Apotheke;Aulandweg 2A;6706;Bürs
Apotheke Am Mitterweg;Mitterweg 58A;6020;Innsbruck
St. Josef Apotheke;Andritzer Reichsstraße 52;8045;Graz
Apotheke im Hatlerdorf;Hatlerstraße 25;6850;Dornbirn
Apotheke Leonhofen;Hauptplatz 14;3243;St. Leonhard/Forst
Die Ruster Apotheke;Oggauerstraße 22;7071;Rust
Apotheke an der Kettenbrücke;Kettenbrückengasse 23;1050;Wien
Agnes-Apotheke;Jerusalemgasse 30;1210;Wien
Salvia Apotheke;H. Firnberg-Straße 10/Wienerberg City;1100;Wien
Lebenskreis Apotheke;Tischlerstraße 15;8740;Zeltweg
St. Nikolaus-Apotheke;Marktplatz 26;4170;Haslach
Apotheke Zum guten Hirten;Praterstraße 32;1020;Wien
Falken-Apotheke;Wilhelminenstraße 76;1160;Wien
Moosburg Apotheke;Feldkirchner Straße 2;9062;Moosburg
Apotheke Neuhart;Kärntner Straße 152;8053;Graz
Apotheke Heiliger Joseph;Schönbrunner Straße 194 - 196 (Rechte Wienzeile 207/Top 3);1120;Wien
Activ Apotheke;Pfarrgasse 11;2512;Tribuswinkel
Neutor Apotheke;Neutorgasse 57;8010;Graz
Wienertor-Apotheke;Untere Landstraße 56;3500;Krems
Apotheke Seefeld;Münchner Straße 445;6100;Seefeld
Stadt-Apotheke;Dr. Knechtlstraße 28;4050;Traun
See-Apotheke;Heimgartstraße 5;6971;Hard
Maria-Treu-Apotheke;Josefstädter Straße 68;1080;Wien
Christopherus-Apotheke;Rohrbach 47;6850;Dornbirn
Raphael-Apotheke;Hans-Schmid-Platz 1;5020;Salzburg
Aeskulap-Apotheke;Mühlgasse 1;2511;Pfaffstätten
Rotenhof Apotheke;Rotenhofgasse 70;1100;Wien
Apotheke Atzgersdorf;Levasseurgasse 2 (Breitenfurter Straße)/Atzgersdorf;1230;Wien
Krankenhausapotheke des Salzkammergut-Klinikums Vöcklabruck;Dr. W. Bock-Straße 1;4840;Vöcklabruck
Stadtapotheke;Hauptplatz 17;2410;Hainburg
Heiligen-Geist-Apotheke;Anton Plochberger Straße 2/EKZ HEY! Steyr;4400;Steyr
Landschafts-Apotheke;Wiener Straße 5;2320;Schwechat
Apotheke Zum heiligen Paulus;Steinbauergasse 15;1120;Wien
Bahnhof Apotheke Graz;Keplerstraße 112;8020;Graz
Apotheke Zum rothen Krebs;Hoher Markt 1;1010;Wien
Borromäus Apotheke;Gaisbergstraße 20;5020;Salzburg
Stadtapotheke Gloggnitz;Hauptstraße 29;2640;Gloggnitz
Apotheke zur Kaiserkrone;Mariahilfer Straße 110;1070;Wien
Apotheke Altlengbach;Altlengbach 8;3033;Altlengbach
Per Albin Hansson-Apotheke;Favoritenstraße 239/Top 1A/Hansson-Zentrum;1100;Wien
Klimt Apotheke;Hetzendorfer Straße 75A;1120;Wien
St.-Josef-Apotheke;Conrad v. Hötzendorfstraße 6;8570;Voitsberg
Achensee Apotheke;Achenseestraße 69;6200;Jenbach
Urbani Apotheke;Untere Hauptstraße 391;8462;Gamlitz
Apotheke am Inn;Bahnhofstraße 37B;6170;Zirl
Neustadt-Apotheke;Sparkassenstraße 8;5280;Braunau/Inn
Apotheke Zum Einsiedler;Arbeitergasse 22;1050;Wien
Apotheke Maria vom Siege;Mariahilfer Straße 154;1150;Wien
Salvator Apotheke;Mirabellplatz 5;5020;Salzburg
Lebens-Apotheke Raab;Hauptstraße 22;4760;Raab
St. Georg-Apotheke;Kagraner Platz 1 - 4;1220;Wien
Löwen-Apotheke;Gasteiner Straße 44;5500;Bischofshofen
Michael Apotheke;Kärntnerstraße 1;8770;St. Michael
Marien-Apotheke;Dörferstraße 43;6067;Absam
Hirschen-Apotheke;Hauptplatz 5;8530;Deutschlandsberg
Apotheke zum hl. Josef Mag.pharm. Otto Waigner;Stadtplatz 4;2136;Laa/Thaya
Apotheke zum Weinberg;Grinzinger Straße 83;1190;Wien
Nationalpark-Apotheke Molln;Marktstraße 6;4591;Molln
Beethoven-Apotheke;Heiligenstädter Straße 82;1190;Wien
St. Christophorus Apotheke;Dr.-Schober-Straße 14 - 18;1130;Wien
Christophorus-Apotheke;Linzer Straße 16;4070;Eferding
St.-Stephan-Apotheke;Kirchplatz 13;6112;Wattens
Herminen-Apotheke;Webergasse 1;1200;Wien
Johannes Apotheke;Wagnerweg 2;4203;Altenberg
St. Michael-Apotheke;Hauptstraße 20;4770;Andorf
Apotheke in der Josefstadt Zur heiligen Johanna;Florianigasse 13;1080;Wien
Apotheke Traisenpark;Dr. Adolf-Schärf-Straße 5;3107;St. Pölten-Viehofen
Bernhard Apotheke;Landstraße 1;8641;St. Marein/Mürztal
Apotheke Walding;Rohrbacher Straße 1;4111;Walding
Rosen-Apotheke;Jochberger Straße 5;6370;Kitzbühel
Apotheke Ebenthal;St. Jakober-Straße 1;9065;Klagenfurt-Ebenthal
Apotheke Wernberg;Industriestraße 1;9241;Wernberg
Anstaltsapotheke Landesklinikum Wiener Neustadt;Erwin Schrödinger-Straße 4;2700;Wiener Neustadt
Gnigler Apotheke;Linzer Bundesstraße 30A;5023;Salzburg
Mariahilf Apotheke;Poschacherstraße 2;4310;Mauthausen
Apotheke Zum Mohren;Schloßplatz 1;7350;Oberpullendorf
Apotheke Aurora;Engerthstraße 52;1200;Wien
Kurapotheke Bad Mitterndorf;Bad Mitterndorf 284;8983;Bad Mitterndorf
Rennbahn-Apotheke;Rennbahnweg 27/Lokal 14;1220;Wien
Engel-Apotheke;Bahnhofstraße 17;9500;Villach
Apotheke Diemlach;Grazer Straße 79;8605;Kapfenberg-Diemlach
Apotheke Landskron;Ossiacher Straße 34;9523;Landskron
St. Leonhard Apotheke;Kuenburgstraße 9;5580;Tamsweg
Raphael Donner Apotheke;Eßlinger Hauptstraße 84 - 86;1220;Wien
Gasometer-Apotheke;Guglgasse 6/Gasometer A;1110;Wien
Cyta-Apotheke;Cytastraße 1;6176;Völs
Apotheke am Naschmarkt;Linke Wienzeile 20;1060;Wien
Nica Apotheke;Krankenhausstraße 1;4020;Linz
Josefee-Apotheke;Franz-Josef-Straße 7;8700;Leoben
Landapotheke;Kirchbacherstraße 5;8431;Gralla
Apotheke Zum heiligen Petrus;Münchner Bundesstraße 116;5020;Salzburg
Rathaus-Apotheke;Rathausplatz 13;3400;Klosterneuburg
Marien-Apotheke;Wolfganger Straße 7;4820;Bad Ischl
Merkur-Apotheke;Am Spitz 5;2620;Neunkirchen
Schutzengel Apotheke Linz;Herrenstraße 2;4020;Linz
Steinbock Apotheke;Hans-Sachs-Straße 80;4600;Wels
Schloß-Apotheke;Hauptstraße 13;2542;Kottingbrunn
Einhorn-Apotheke;Plobergerstraße 7;4600;Wels
Folaris Apotheke;Goethestraße 12;4614;Marchtrenk
Apotheke Zur heiligen Maria;Hauptplatz 11;3240;Mank
Apotheke  zur Mariahilf;Hauptplatz 29;8820;Neumarkt
Hibiskus Apotheke;Kellerstraße 5;2054;Haugsdorf
Apotheke Zu unserer lieben Frau bei den Schotten;Freyung 7;1010;Wien
See-Apotheke;Theatergasse 3;4810;Gmunden
Bären-Apotheke;Taborstraße 26;1020;Wien
Segen Gottes-Apotheke;Boerhaavegasse 7;1030;Wien
Bahnhof-Apotheke;Julius-Tandler-Platz 10;1090;Wien
St. Lucas-Apotheke;Penzinger Straße 99;1140;Wien
Richard-Wagner-Apotheke;Thaliastraße 62;1160;Wien
Marien-Apotheke;Martinstraße 93;1180;Wien
Severinus Apotheke;Sieveringer Straße 1;1190;Wien
Allerheiligen-Apotheke;Allerheiligenplatz 4;1200;Wien
Apotheke Zur Blauen Donau;Floridsdorfer Hauptstraße 20;1210;Wien
Amandus-Apotheke;Ortsstraße 101 (Jordanstraße);2331;Vösendorf
Rotunden-Apotheke;Ausstellungsstraße 53;1020;Wien
Vital Apotheke;Maximilian Pagl Straße 22;4651;Stadl-Paura
team santé paulus apotheke;Landstraßer Hauptstraße 171;1030;Wien
Schwan-Apotheke;Lessinggasse 23;1020;Wien
Apotheke Zum goldenen Hirschen;Kohlmarkt 11;1010;Wien
Kaiser-Josef-Apotheke;Alser Straße 51;1080;Wien
Heilfried-Apotheke;Van-der-Nüll-Gasse 110;1100;Wien
San Vito Apotheke;Einsiedeleigasse 10;1130;Wien
Apotheke Zum Erzengel Michael;Sechshauser Straße 16;1150;Wien
Apotheke Zur heiligen Elisabeth;Klosterneuburger Straße 75;1200;Wien
Millennium-Apotheke;Handelskai 94 - 96;1200;Wien
CITYGATE Apotheke;Wagramer Straße 195/47;1210;Wien
Apotheke Zur Mariahilf;Triester Straße 128/Inzersdorf;1230;Wien
Stern-Apotheke;Favoritenstraße 25;1040;Wien
Maria Schutz Apotheke;Reinprechtsdorfer Straße 2;1050;Wien
Apotheke zur goldenen Rose;Neubaugasse 37;1070;Wien
Salvator-Apotheke;Zimmermannplatz 1;1090;Wien
Auge Gottes-Apotheke;Nußdorfer Straße 79;1090;Wien
Apotheke am Lainzer Platz;Lainzer Straße 139;1130;Wien
Flötzersteig-Apotheke;Staargasse 28 (Achtundvierzigerplatz);1140;Wien
Wilhelminen-Apotheke;Ottakringer Straße 176;1160;Wien
Apotheke Alte Remise;Maroltingergasse 53;1160;Wien
Apotheke Donaustadt;Gewerbeparkstraße 2/2;1220;Wien
Apotheke Zur Kaisermühle;Am Kaisermühlendamm 87;1220;Wien
Apotheke Zur Mariahilf;Perchtoldsdorfer Straße 5/Liesing;1230;Wien
Stadtapotheke am Hauptplatz;Hauptplatz 23;2320;Schwechat
Drei Löwen Apotheke;Wiener Straße 98;2345;Brunn/Gebirge
Erzherzog Karl Apotheke;Ennsgasse 23;1020;Wien
Erdberg - Apotheke;Schlachthausgasse 11;1030;Wien
Apotheke Am Fuchsenfeld;Längenfeldgasse 33;1120;Wien
Belladonna-Apotheke;Linzer Straße 383;1140;Wien
Apotheke Zur heiligen Corona;Sechshauser Straße 104;1150;Wien
Apotheke Zur heiligen Brigitta;Wallensteinplatz 2;1200;Wien
Mariahilf-Apotheke;Brünner Straße 128;1210;Wien
Apotheke Zum Heiligen Augustin;Marktplatz 12;2380;Perchtoldsdorf
Franzensbrücken-Apotheke;Franzensbrückenstraße 17;1020;Wien
Neuling-Apotheke;Ungargasse 51;1030;Wien
Apotheke am Spittelberg;Stiftgasse 23;1070;Wien
Alte Löwen-Apotheke;Josefstädter Straße 25;1080;Wien
Trost-Apotheke;Neilreichgasse 66;1100;Wien
Ludwigs-Apotheke;Simmeringer Hauptstraße 128;1110;Wien
Apotheke Zur heiligen Anna;Neubaugürtel 19;1150;Wien
Fortuna Apotheke;Weinberggasse 71;1190;Wien
Leonhardus-Apotheke;Höchstädtplatz 1;1200;Wien
Paracelsus-Apotheke;Speisinger Straße 260/Mauer;1230;Wien
Meine Apotheke;Breitenfurter Straße 365;1230;Wien
Graben-Apotheke Zum schwarzen Bären;Graben 7;1010;Wien
Antonius-Apotheke;Arthaberplatz 17;1100;Wien
Apotheke Am Wienerfeld;Laxenburger Straße 203;1100;Wien
Apotheke zum lachenden Pinguin;Hohenbergstraße 11;1120;Wien
Apotheke an der Wien;Hietzinger Kai 143;1130;Wien
Dreifaltigkeits-Apotheke;Mariahilfer Straße 195;1150;Wien
Krim-Apotheke;Krottenbachstraße 62;1190;Wien
Engelshof-Apotheke;Leystraße 19 - 21;1200;Wien
C21 apotheke;Prager Straße 286;1210;Wien
Vital Apotheke;Gatterederstraße 9;1230;Wien
Lotos-Apotheke;Wittelsbachstraße 4;1020;Wien
Quellen-Apotheke;Quellenstraße 45;1100;Wien
Wienerberg-Apotheke;Tesarekplatz 1;1100;Wien
Apotheke Zur heiligen Elisabeth;Landwehrstraße 6;1110;Wien
Apotheke Meidling;Albrechtsbergergasse 13 (Niederhofstraße);1120;Wien
Apotheke zum Papst;Neulerchenfelder Straße 4;1160;Wien
Herbst-Apotheke;Herbststraße 99;1160;Wien
Sonnen-Apotheke;Pötzleinsdorfer Straße 13;1180;Wien
Apotheke Zwischenbrücken;Dresdner Straße 128;1200;Wien
Apotheke Zum guten Hirten;Ketzergasse 41/Siebenhirten;1230;Wien
Apotheke im Kräutergarten;Plättenstraße 7 - 9;2380;Perchtoldsdorf
Anstaltsapotheke des Allgemeinen österreichischen Krankenhauses;Dornburggasse 80;7400;Oberwart
Werdertor-Apotheke;Werdertorgasse 5;1010;Wien
Apotheke am Handelskai;Handelskai 130;1020;Wien
Haydn-Apotheke;Margaretengürtel 98;1050;Wien
Welt-Apotheke;Lerchenfelder Straße 122;1080;Wien
Elisabeth-Apotheke;Favoritenstraße 76B;1100;Wien
Apotheke Zum schwarzen Adler;Simmeringer Hauptstraße 44;1110;Wien
St. Anna Apotheke;Meidlinger Hauptstraße 86;1120;Wien
Westend-Apotheke;Hietzinger Hauptstraße 64;1130;Wien
Antonius-Apotheke;Stillfriedplatz 4;1160;Wien
Billroth-Apotheke;Billrothstraße 39;1190;Wien
Nordrand-Apotheke;Gerasdorfer Straße 332;1210;Wien
Kristall-Apotheke;Ketzergasse 97;1230;Wien
Wienerwald-Apotheke;Hauptstraße 151 - 153;2384;Breitenfurt
Wallhof-Apotheke;Brauhausstraße 66;2324;Rannersdorf
Urania-Apotheke;Stubenring 2;1010;Wien
Apotheke Zum Patriarchen;Blumauergasse 15;1020;Wien
Herz-Jesu-Apotheke;Wiedner Hauptstraße 95;1050;Wien
Apotheke Zum weißen Hirschen;Westbahnstraße 32;1070;Wien
Apotheke Zur Austria;Währinger Straße 18;1090;Wien
Vita-Apotheke;Laaer Berg-Straße 43;1100;Wien
Regenbogenapotheke Am Leberberg;Etrichstraße 34 (Mühlsangergasse 44);1110;Wien
Apotheke St. Veit;Auhofstraße 141;1130;Wien
Apotheke Baumgarten;Linzer Straße 316;1140;Wien
Stern-Apotheke;Ottakringer Straße 39;1160;Wien
Armonia Apotheke;Vollbadgasse 1A;1170;Wien
Humanitas-Apotheke;Jedleseer Straße 66/94;1210;Wien
Vital Apotheke Strebersdorf;Prager Straße 276 (Rußbergstraße);1210;Wien
St. Nikolaus-Apotheke;Kolbegasse 44 - 46;1230;Wien
Brady-Apotheke Zum roten Turm;Rotenturmstraße 23;1010;Wien
Schlangen-Apotheke;Hollandstraße 15;1020;Wien
Apotheke Zum heiligen Florian;Wiedner Hauptstraße 60;1040;Wien
Mariatroster-Apotheke Zum Hl. Ulrich;Burggasse 22;1070;Wien
Kur-Apotheke Oberlaa;Kurbadstraße 14;1100;Wien
Apotheke Zur Spinnerin am Kreuz;Wienerbergstraße 6;1100;Wien
Sonnschein-Apotheke;Witzelsbergergasse 26 - 28;1150;Wien
Alsegger-Apotheke;Herbeckstraße 31 (Alseggerstraße);1180;Wien
Danubia-Apotheke;Rußbergstraße 64;1210;Wien
Apotheke 21;Kürschnergasse 1A;1210;Wien
SCN-Apotheke;Ignaz Köck-Straße 1 - 7/Top 110;1210;Wien
Apotheke Regenwald;Wagramer Straße 81/134 (Siebeckstraße 7);1220;Wien
Apotheke Rodaun;Ketzergasse 368;1230;Wien
Prater Apotheke;Ausstellungsstraße 13;1020;Wien
Mohren-Apotheke;Wipplinger Straße 12;1010;Wien
Opern Apotheke;Kärntner Straße 53 - 55;1010;Wien
Floridus-Apotheke;Autokaderstraße 3/Ladenzeile Obj. 1A;1210;Wien
Heilborn-Apotheke;Europaplatz 1;1150;Wien
St. Hubertus-Apotheke Kaisermühlen;Schüttaustraße 54;1220;Wien
Ennsfeld Apotheke;Ennsfeldstraße 11;4030;Linz
Paracelsus-Apotheke;Raintal 2;5340;St. Gilgen
Columbus-Apotheke;Bauerstraße 15/Vogelfängerweg;4030;Linz
Herz Jesu Apotheke & Parfümerie;Domplatz 9;6800;Feldkirch
Petrus-Apotheke;Erdbergstraße 6;1030;Wien
Sonnenland-Apotheke;Altenburger Straße 20;7100;Neusiedl/See
Apotheke Bürmoos;Ignaz-Glaser-Straße 48;5111;Bürmoos
Apotheke Mag.pharm. Roland Clemens;Parhamerplatz 6;1170;Wien
Apotheke Zum Heiligen Nikolaus;Kirchlatz 7;6162;Mutters
FuxApotheke;Markt 137;8323;St. Marein/Graz
Apotheke Neuhofen;Marktplatz 10;4501;Neuhofen/Krems
Marienlieb Apotheke;Bahnhofstraße 14;4540;Bad Hall
Adler Apotheke;Brucker Bundesstraße 29 - 31;5700;Zell/See - Schüttdorf
Alte Leopoldsapotheke;Plankengasse 6;1010;Wien
Vindobona-Apotheke;Bauernfeldplatz 4;1090;Wien
Stadt-Apotheke Zum Guten Hirten;Hauptplatz 17;3300;Amstetten
Rumer Spitz Apotheke;Serlesstraße 11;6063;Neu-Rum
Apo22 beim Donauspital;Zschokkegasse 140;1220;Wien
APOTHEKE U1 TROSTSTRASSE;Favoritenstraße 163;1100;Wien
Apotheke Donauzentrum;Bernoullistraße 1 (Curiegasse 5);1220;Wien
Stadt-Apotheke Gänserndorf;Hans-Kudlichgasse 11;2230;Gänserndorf
Engel-Apotheke;Hauptstraße 21;2232;Deutsch-Wagram
Linden-Apotheke;Untermarkt 1;6600;Reutte
Weitensfeld Apotheke;Gurktalstraße 10;9344;Weitensfeld
St. Anna-Apotheke;Hauptstraße 210;9210;Pörtschach
Malchus Apotheke;Villacher Straße 15;9800;Spittal/Drau
Apotheke der Barmherzigen Brüder;Taborstraße 16;1020;Wien
Anstaltsapotheke des Allgemeinen öffentlichen Krankenhauses der Barmherzigen Brüder;Esterházystraße 26;7000;Eisenstadt
Anstaltsapotheke des Krankenhauses der Barmherzigen Brüder;Rudigierstraße 11 - 13;4021;Linz
Lendorf-Apotheke;Feldkirchner Straße 219;9020;Klagenfurt
Tauern-Apotheke Mittersill;Kirchgasse 6;5730;Mittersill
Apotheke Nova Park;Arzlerstraße 43B;6020;Innsbruck
Apotheke Doppl;Haidfeldstraße 22;4060;Leonding
Apotheke Kleinmünchen;Dauphinestraße 62;4030;Linz
Apotheke Ebelsberg;Wiener Straße 482;4030;Linz
Apotheke Auhof;Altenberger Straße 40/Im Winkler Markt;4040;Linz
Apotheke Lentia;Hauptstraße 54;4040;Linz
St. Magdalena Apotheke;Haselgrabenweg 1;4040;Linz
St. Markus Apotheke;Leonfeldner Straße 133;4040;Linz
Apotheke Zur Hütte;Pestalozzistraße 67;8700;Leoben
APOTHEKE ZUM GOLDENEN REICHSAPFEL;Singerstraße 15;1010;Wien
Die Apotheke in der Lugner City;Gablenzgasse 5 - 13/UG 9;1150;Wien
Apotheke zur Goldenen Krone;Himmelpfortgasse 7;1010;Wien
Apotheke Zur Maria Heil der Kranken;Enzersdorfer Straße 14;2345;Brunn/Gebirge
Rittersporn Apotheke;Landesstraße 1;9130;Poggersdorf
Apotheke Zum heiligen Nikolaus;Achstraße 22a;6844;Altach
Apotheke Gössendorf;Hauptstraße 3;8077;Gössendorf
Albarelli-Apotheke;Muthgasse 26/2;1190;Wien
Marien-Apotheke;Hauptstraße 49;2263;Dürnkrut
Buchen Apotheke;Golfplatzstraße 2;4048;Puchenau
St. Markus Apotheke;Landstraßer Hauptstraße 130;1030;Wien
Quirinus-Apotheke;Saporoshjestraße 3/Ärztezentrum Süd;4030;Linz
Nikolaus Apotheke;Oberlängenfeld 6/01B;6444;Längenfeld
Apotheke U2;Lavaterstraße 6/3/58 (Wonkaplatz 3/3/58);1220;Wien
Apotheke zum grünen Kreuz;Linzer Straße 42;1140;Wien
ProSante Apotheke;Knöllgasse 49;1100;Wien
CCA Apotheke;Waidhofner Straße 1;3300;Amstetten
Adler Apotheke Ferlach;Hauptplatz 16;9170;Ferlach
Stadtapotheke;Nr. 66;9433;St. Andrä/Lavanttal
Angelus Apotheke;Marktgasse 5;2700;Wiener Neustadt
easy-Apotheke in der Au;Austraße 30;6200;Jenbach
Apotheke zum Engel;Steiner Landstraße 80;3504;Krems-Stein
Apotheke im Auhof Center;Albert Schweitzer Gasse 6;1140;Wien
HAIHO-APOTHEKE Haidershofen;Zellhofersiedlung 56;4431;Haidershofen
Bartholomäus-Apotheke;Elterleinplatz 12;1170;Wien
Apotheke Roth am Freiheitsplatz;Freiheitsplatz 6;2340;Mödling
Resch-Apotheke;Rudolfstraße 13;4040;Linz
Anstaltsapotheke des Hanusch-Krankenhauses;Heinrich-Collin-Straße 30;1140;Wien
Noreia-Apotheke;Pischeldorfer Straße 105;9020;Klagenfurt
Center Apotheke;Daniel-Gran-Straße 13;3100;St. Pölten
Laaerbergapotheke;Laaer Berg-Straße 168;1100;Wien
Apotheke Zur Mariahilf;Simmeringer Hauptstraße 76;1110;Wien
Franziskus Apotheke;Thürnlhofstraße 30;1110;Wien
apo11;Gadnergasse 2 - 4;1110;Wien
Apotheke Altmannsdorf;Breitenfurter Straße 46 - 56;1120;Wien
Stern-Apotheke;Knabenseminarstraße 4;4040;Linz
Steinsee-Apotheke;Anton-Baumgartner-Straße 40/Top 8;1230;Wien
Mantlersche Apotheke;Brünner Straße 3;1210;Wien
Apotheke Jedlesee;Jeneweingasse 2;1210;Wien
Artemis Apotheke;Gerasdorfer Straße 139;1210;Wien
Apotheke U2 Stadlau;Kaisermühlenstraße 26/3/1;1220;Wien
Bezirksapotheke;Bahnstraße 45;2230;Gänserndorf
Stadt-Apotheke;Hauptplatz 2;2020;Hollabrunn
Apotheke Zum heilsamen Brunnen;Südbahnstraße 7;2544;Leobersdorf
Apotheke Zum Schwarzen Bären;Kirchengasse 2;8230;Hartberg
Apotheke Zum St. Nikolaus;Marktplatz 14;2486;Pottendorf
Johannes-Apotheke;Bundesstraße 5;6111;Volders
Seewinkel-Apotheke;Hauptstraße 15 - 17;7132;Frauenkirchen
Salvator-Apotheke;Hauptplatz 5;2421;Kittsee
Salvator-Apotheke;Hauptplatz 9;7210;Mattersburg
Schutzengelapotheke Neufeld;Hauptstraße 34;2491;Neufeld/Leitha
Kurbadapotheke;Schulstraße 5;7202;Bad Sauerbrunn
Burgenland-Apotheke;Rathausplatz 6;7011;Siegendorf
Schutzengel-Apotheke;Bahnstraße 16;7151;Wallern/Burgenland
Filialapotheke Oberschützen;Parkstraße 7;7431;Bad Tatzmannsdorf
Marien-Apotheke;Hauptstraße 56;7000;Eisenstadt
Sebastian-Apotheke;Loipersbacher Straße 2;7222;Rohrbach
Römer Apotheke;Hauptstraße 84;7062;St. Margarethen
Apotheke zum hl. Martin;Martinus Straße 12;3361;Aschbach-Markt
Wörtherseeapotheke;Villacher Straße 29;9220;Velden
St. Martin Apotheke;St. Martiner Straße 44;9500;Villach
Apotheke Zur Gnadenmutter;Hauptplatz 4;8630;Mariazell
Apotheke Zur Gnadenmutter;Spitalsgasse 4;8630;St. Sebastian
Anstaltsapotheke der Klinik Landstraße;Juchgasse 25;1030;Wien
Anstaltsapotheke des Universitätsklinikum AKH Wien;Währinger Gürtel 18 - 20;1090;Wien
Anstaltsapotheke der Klinik Donaustadt;Langobardenstraße 122;1220;Wien
Apotheke am Rennweg;Rennweg 41;1030;Wien
St. Anna Apotheke;Maria-Theresien-Straße 4;6020;Innsbruck
Apotheke zum Goldenen Stern;Gewerbestraße 13A;5301;Eugendorf
Filialapotheke Angerberg;Unholzen 140;6320;Angerberg
Schutzengel-Apotheke;Hauptstraße 13;7083;Purbach
Schutzengel-Apotheke;Neusiedler Straße 16;7082;Donnerskirchen
Apotheke Zur göttlichen Vorsehung;G. A. Wimmer-Platz 6;7432;Oberschützen
Apotheke Zum goldenen Kreuz;Hartberger Straße 3/1;7411;Markt Allhau
Pannonia Apotheke;Neusiedler Straße 6C;7111;Parndorf
Apotheke Zum Schwan;Schottenring 14;1010;Wien
Apotheke Zum weißen Engel;Bognergasse 9;1010;Wien
Apotheke Zur Hoffnung;Heinestraße 37;1020;Wien
Apotheke Zum heiligen Josef;Taborstraße 63;1020;Wien
Salesianer-Apotheke;Salesianergasse 14;1030;Wien
Sophien-Apotheke;Marxergasse 22;1030;Wien
Belvedere-Apotheke;Prinz Eugen-Straße 24;1040;Wien
Johann Strauß-Apotheke;Johann-Strauß-Gasse 32;1040;Wien
St. Franziskus-Apotheke;Schönbrunner Straße 109;1050;Wien
Alte Hofmühl-Apotheke;Hofmühlgasse 9;1060;Wien
St. Nikolaus-Apotheke;Bürgerspitalgasse 14;1060;Wien
Apotheke Zum heiligen Aegidius;Gumpendorfer Straße 105;1060;Wien
Apotheke An der Kaiserstraße;Kaiserstraße 73 - 75;1070;Wien
Babenberger-Apotheke;Mariahilfer Straße 8;1070;Wien
Tiger Apotheke;Alser Straße 12;1090;Wien
Josefinen-Apotheke;Sechsschimmelgasse 17;1090;Wien
Löwen-Apotheke;Rotenlöwengasse 1;1090;Wien
Madonnen-Apotheke;Keplerplatz 12;1100;Wien
Apotheke am Reumannplatz;Reumannplatz 16;1100;Wien
Alauda-Apotheke;Alma-Rosé-Gasse 2/Per Albin Hansson-Siedlung Ost;1100;Wien
Carolinen-Apotheke;Kundratstraße 20;1100;Wien
Herder-Apotheke;Ehamgasse 4;1110;Wien
Neue Leopolds-Apotheke;Geringergasse 22;1110;Wien
Geiselberg-Apotheke;Geiselbergstraße 26 - 32;1110;Wien
Apotheke Zum Schutzengel;Meidlinger Hauptstraße 45;1120;Wien
Vierburgen-Apotheke;Kranichberggasse 2;1120;Wien
Apotheke Am Schöpfwerk;Am Schöpfwerk 31/Gesundheitszentrum;1120;Wien
Schubert-Apotheke;Arndtstraße 88;1120;Wien
Jagdschloss Apotheke;Jagdschloßgasse 77 - 79;1130;Wien
Flora-Apotheke;Hütteldorfer Straße 175;1140;Wien
Apotheke Zum heiligen Rochus;Nisselgasse 17;1140;Wien
Adler-Apotheke;Kirchstetterngasse 36;1160;Wien
Igel-Apotheke;Hormayrgasse 21;1170;Wien
Apotheke Hernals;Hernalser Hauptstraße 212;1170;Wien
Hans Sachs-Apotheke;Währinger Straße 84;1180;Wien
Apotheke Zur guten Hoffnung;Rathstraße 16;1190;Wien
Apotheke Zum heiligen Josef;Döblinger Hauptstraße 64;1190;Wien
Arkaden-Apotheke;Jägerstraße 69;1200;Wien
Apotheke Neu-Stammersdorf im B7;Brünner Straße 219;1210;Wien
